date	gioia	tristezza	rabbia	sorpresa	paura	fiducia
1950	17.73558173407279	15.126479642051217	15.414462806898646	15.676883463355388	18.006981294297315	18.03961105932466
1960	16.840899013635806	14.971796819501876	15.597222927031147	15.703423765830756	17.5190747767178	19.36758269728262
1970	16.609792752250314	14.91096971067595	16.150689091105402	15.466338536296858	17.88330464413327	18.978905265538216
1980	16.63023061517834	14.988793512078008	16.116867141672675	15.519088396788819	17.99664924066742	18.74837109361474
1990	16.617880664524417	14.930514513515707	16.240352806729515	15.46024951087959	18.11305722780381	18.637945276546947
2000	16.544175079156226	15.033624250198754	16.23795788767903	15.40980264972941	18.09632120014769	18.67811893308889
2017	16.54854261782511	14.932743625086704	16.230146429503932	15.408993787184114	18.016401564214135	18.863171976186006
